satzart	textkennzeichen	land	rb	kreis	vb	gemeinde	name	area	area_date	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	rg_key	rg_name	urb_key	urb_class	ags_2017
60	64	07	1	33	5001	106	Volxheim	4,91	31.12.2015	1119,0	550,0	569,0	228,0	55546	7,928991	49,818084	J15	Naheland	02	mittlere Besiedlungsdichte	07133106
60	64	07	1	33	5003	008	Bärenbach	5,59	31.12.2015	505,0	246,0	259,0	90,0	55758	7,443275	49,748601	J15	Naheland	03	gering besiedelt	07133008
60	64	07	1	33	5003	010	Becherbach bei Kirn	8,41	31.12.2015	400,0	193,0	207,0	48,0	55608	7,499688	49,740977	J15	Naheland	03	gering besiedelt	07133010
60	64	07	1	33	5003	016	Brauweiler	3,15	31.12.2015	62,0	36,0	26,0	20,0	55606	7,499054	49,824015	J15	Naheland	03	gering besiedelt	07133016
60	64	07	1	33	5003	038	Hahnenbach	2,79	31.12.2015	515,0	254,0	261,0	185,0	55606	7,418344	49,810445	J15	Naheland	02	mittlere Besiedlungsdichte	07133038
60	64	07	1	33	5003	041	Heimweiler	9,07	31.12.2015	402,0	203,0	199,0	44,0	55606	7,486976	49,755668	J15	Naheland	03	gering besiedelt	07133041
60	64	07	1	33	5003	042	Heinzenberg	1,96	31.12.2015	26,0	15,0	11,0	13,0	55606	7,484983	49,824894	J15	Naheland	03	gering besiedelt	07133042
60	64	07	1	33	5003	043	Hennweiler	14,11	31.12.2015	1238,0	591,0	647,0	88,0	55619	7,436117	49,819237	J15	Naheland	03	gering besiedelt	07133043
60	64	07	1	33	5003	046	Hochstetten-Dhaun	12,62	31.12.2015	1622,0	810,0	812,0	129,0	55606	7,505357	49,799078	J15	Naheland	03	gering besiedelt	07133046
60	64	07	1	33	5003	047	Horbach	1,92	31.12.2015	43,0	26,0	17,0	22,0	55606	7,51382	49,823442	J15	Naheland	03	gering besiedelt	07133047
60	64	07	1	33	5003	059	Limbach	9,18	31.12.2015	300,0	142,0	158,0	33,0	55606	7,54271	49,741531	J15	Naheland	03	gering besiedelt	07133059
60	64	07	1	33	5003	063	Meckenbach	6,96	31.12.2015	367,0	184,0	183,0	53,0	55606	7,507337	49,777331	J15	Naheland	03	gering besiedelt	07133063
60	64	07	1	33	5003	073	Oberhausen bei Kirn	4,58	31.12.2015	902,0	441,0	461,0	197,0	55606	7,450709	49,809723	J15	Naheland	02	mittlere Besiedlungsdichte	07133073
60	64	07	1	33	5003	077	Otzweiler	3,11	31.12.2015	202,0	116,0	86,0	65,0	55606	7,50957	49,713704	J15	Naheland	03	gering besiedelt	07133077
60	64	07	1	33	5003	096	Simmertal	8,08	31.12.2015	1844,0	931,0	913,0	228,0	55618	7,520805	49,814046	J15	Naheland	03	gering besiedelt	07133096
60	64	07	1	33	5003	113	Weitersborn	3,12	31.12.2015	214,0	113,0	101,0	69,0	55629	7,525192	49,849888	J15	Naheland	03	gering besiedelt	07133113
60	64	07	1	33	5003	201	Bruschied	2,67	31.12.2015	291,0	140,0	151,0	109,0	55606	7,407033	49,835446	J15	Naheland	03	gering besiedelt	07133201
60	64	07	1	33	5003	202	Kellenbach	8,34	31.12.2015	262,0	142,0	120,0	31,0	55606	7,491678	49,844683	J15	Naheland	03	gering besiedelt	07133202
60	64	07	1	33	5003	203	Königsau	2,02	31.12.2015	64,0	33,0	31,0	32,0	55606	7,48698	49,855452	J15	Naheland	03	gering besiedelt	07133203
60	64	07	1	33	5003	204	Schneppenbach	3,3	31.12.2015	232,0	105,0	127,0	70,0	55608	7,408664	49,845613	J15	Naheland	03	gering besiedelt	07133204
60	64	07	1	33	5003	205	Schwarzerden	6,98	31.12.2015	243,0	122,0	121,0	35,0	55629	7,512489	49,86032	J15	Naheland	03	gering besiedelt	07133205
60	64	07	1	33	5004	018	Bretzenheim	5,81	31.12.2015	2577,0	1299,0	1278,0	444,0	55559	7,89772	49,879236	J15	Naheland	02	mittlere Besiedlungsdichte	07133018
60	64	07	1	33	5004	026	Dorsheim	2,22	31.12.2015	727,0	372,0	355,0	327,0	55452	7,873309	49,926155	J15	Naheland	03	gering besiedelt	07133026
60	64	07	1	33	5004	035	Guldental	12,99	31.12.2015	2509,0	1237,0	1272,0	193,0	55452	7,844848	49,891491	J15	Naheland	03	gering besiedelt	07133035
60	64	07	1	33	5004	054	Langenlonsheim	11,92	31.12.2015	3797,0	1864,0	1933,0	319,0	55450	7,899113	49,896796	J15	Naheland	02	mittlere Besiedlungsdichte	07133054
60	64	07	1	33	5004	056	Laubenheim	3,34	31.12.2015	787,0	388,0	399,0	236,0	55452	7,895042	49,919173	J15	Naheland	03	gering besiedelt	07133056
60	64	07	1	33	5004	087	Rümmelsheim	3,08	31.12.2015	1372,0	690,0	682,0	445,0	55452	7,859905	49,934218	J15	Naheland	03	gering besiedelt	07133087
60	64	07	1	33	5004	114	Windesheim	10,17	31.12.2015	1776,0	893,0	883,0	175,0	55452	7,81568	49,906292	J15	Naheland	03	gering besiedelt	07133114
60	64	07	1	33	5005	001	Abtweiler	5,76	31.12.2015	206,0	103,0	103,0	36,0	55568	7,656343	49,744287	J15	Naheland	03	gering besiedelt	07133001
60	64	07	1	33	5005	011	Becherbach	10,86	31.12.2015	872,0	428,0	444,0	80,0	67827	7,680746	49,654089	J15	Naheland	03	gering besiedelt	07133011
60	64	07	1	33	5005	017	Breitenheim	5,69	31.12.2015	400,0	191,0	209,0	70,0	55592	7,630341	49,697264	J15	Naheland	03	gering besiedelt	07133017
60	64	07	1	33	5005	020	Callbach	5,38	31.12.2015	367,0	168,0	199,0	68,0	67829	7,699882	49,704325	J15	Naheland	03	gering besiedelt	07133020
60	64	07	1	33	5005	024	Desloch	6,37	31.12.2015	363,0	187,0	176,0	57,0	55592	7,627841	49,718832	J15	Naheland	03	gering besiedelt	07133024
60	64	07	1	33	5005	049	Hundsbach	7,48	31.12.2015	386,0	187,0	199,0	52,0	55621	7,553439	49,725307	J15	Naheland	03	gering besiedelt	07133049
60	64	07	1	33	5005	051	Jeckenbach	6,28	31.12.2015	234,0	113,0	121,0	37,0	55592	7,608181	49,708944	J15	Naheland	03	gering besiedelt	07133051
60	64	07	1	33	5005	058	Lettweiler	6,28	31.12.2015	216,0	110,0	106,0	34,0	67823	7,724989	49,73456	J15	Naheland	03	gering besiedelt	07133058
60	64	07	1	33	5005	060	Löllbach	4,94	31.12.2015	208,0	107,0	101,0	42,0	67744	7,592944	49,689475	J15	Naheland	03	gering besiedelt	07133060
60	63	07	1	33	5005	065	Meisenheim, Stadt	10,34	31.12.2015	2927,0	1413,0	1514,0	283,0	55590	7,670811	49,705645	J15	Naheland	03	gering besiedelt	07133065
60	64	07	1	33	5005	081	Raumbach	4,42	31.12.2015	380,0	187,0	193,0	86,0	55592	7,653701	49,722961	J15	Naheland	03	gering besiedelt	07133081
60	64	07	1	33	5005	083	Rehborn	10,14	31.12.2015	710,0	355,0	355,0	70,0	55592	7,685868	49,734406	J15	Naheland	03	gering besiedelt	07133083
60	64	07	1	33	5005	084	Reiffelbach	4,46	31.12.2015	214,0	119,0	95,0	48,0	67829	7,686157	49,687192	J15	Naheland	03	gering besiedelt	07133084
60	64	07	1	33	5005	090	Schmittweiler	5,48	31.12.2015	192,0	88,0	104,0	35,0	67829	7,70306	49,691194	J15	Naheland	03	gering besiedelt	07133090
60	64	07	1	33	5005	092	Schweinschied	6,35	31.12.2015	161,0	79,0	82,0	25,0	67744	7,574354	49,701133	J15	Naheland	03	gering besiedelt	07133092
60	64	07	1	33	5006	002	Allenfeld	2,98	31.12.2015	197,0	99,0	98,0	66,0	55595	7,668777	49,866829	J15	Naheland	03	gering besiedelt	07133002
60	64	07	1	33	5006	004	Argenschwang	4,25	31.12.2015	339,0	178,0	161,0	80,0	55595	7,699568	49,881134	J15	Naheland	03	gering besiedelt	07133004
60	64	07	1	33	5006	013	Bockenau	9,66	31.12.2015	1233,0	626,0	607,0	128,0	55595	7,680669	49,837509	J15	Naheland	03	gering besiedelt	07133013
60	64	07	1	33	5006	014	Boos	1,11	31.12.2015	376,0	188,0	188,0	339,0	55595	7,716478	49,79297	J15	Naheland	03	gering besiedelt	07133014
60	64	07	1	33	5006	015	Braunweiler	4,68	31.12.2015	624,0	304,0	320,0	133,0	55595	7,747306	49,866836	J15	Naheland	03	gering besiedelt	07133015
60	64	07	1	33	5006	019	Burgsponheim	1,1	31.12.2015	240,0	121,0	119,0	218,0	55595	7,717036	49,833589	J15	Naheland	03	gering besiedelt	07133019
60	64	07	1	33	5006	021	Dalberg	2,3	31.12.2015	236,0	123,0	113,0	103,0	55595	7,732432	49,896204	J15	Naheland	03	gering besiedelt	07133021
60	64	07	1	33	5006	027	Duchroth	9,68	31.12.2015	540,0	261,0	279,0	56,0	55585	7,738868	49,782921	J15	Naheland	03	gering besiedelt	07133027
60	64	07	1	33	5006	033	Gebroth	2,38	31.12.2015	164,0	78,0	86,0	69,0	55595	7,658565	49,878659	J15	Naheland	03	gering besiedelt	07133033
60	64	07	1	33	5006	036	Gutenberg	4,18	31.12.2015	959,0	476,0	483,0	229,0	55595	7,7993	49,880588	J15	Naheland	03	gering besiedelt	07133036
60	64	07	1	33	5006	040	Hargesheim	2,58	31.12.2015	2857,0	1389,0	1468,0	1107,0	55595	7,827383	49,862832	J15	Naheland	02	mittlere Besiedlungsdichte	07133040
60	64	07	1	33	5006	044	Hergenfeld	5,89	31.12.2015	509,0	241,0	268,0	86,0	55452	7,762822	49,904556	J15	Naheland	03	gering besiedelt	07133044
60	64	07	1	33	5006	048	Hüffelsheim	6,55	31.12.2015	1327,0	663,0	664,0	203,0	55595	7,799758	49,822271	J15	Naheland	02	mittlere Besiedlungsdichte	07133048
60	64	07	1	33	5006	061	Mandel	6,33	31.12.2015	895,0	439,0	456,0	141,0	55595	7,768942	49,856824	J15	Naheland	03	gering besiedelt	07133061
60	64	07	1	33	5006	068	Münchwald	1,46	31.12.2015	316,0	162,0	154,0	216,0	55595	7,67514	49,89729	J15	Naheland	03	gering besiedelt	07133068
60	64	07	1	33	5006	070	Niederhausen	5,31	31.12.2015	545,0	277,0	268,0	103,0	55585	7,779915	49,80379	J15	Naheland	03	gering besiedelt	07133070
60	64	07	1	33	5006	071	Norheim	3,15	31.12.2015	1531,0	758,0	773,0	486,0	55585	7,814354	49,808022	J15	Naheland	02	mittlere Besiedlungsdichte	07133071
60	64	07	1	33	5006	074	Oberhausen an der Nahe	3,31	31.12.2015	374,0	193,0	181,0	113,0	55585	7,757693	49,790896	J15	Naheland	03	gering besiedelt	07133074
60	64	07	1	33	5006	075	Oberstreit	1,01	31.12.2015	285,0	149,0	136,0	282,0	55596	7,696035	49,79649	J15	Naheland	03	gering besiedelt	07133075
60	64	07	1	33	5006	086	Roxheim	5,94	31.12.2015	2438,0	1164,0	1274,0	410,0	55595	7,809073	49,863903	J15	Naheland	02	mittlere Besiedlungsdichte	07133086
60	64	07	1	33	5006	088	Sankt Katharinen	1,7	31.12.2015	375,0	202,0	173,0	221,0	55595	7,768735	49,866709	J15	Naheland	03	gering besiedelt	07133088
60	64	07	1	33	5006	089	Schloßböckelheim	4,76	31.12.2015	373,0	189,0	184,0	78,0	55596	7,744573	49,805891	J15	Naheland	03	gering besiedelt	07133089
60	64	07	1	33	5006	098	Sommerloch	2,53	31.12.2015	426,0	217,0	209,0	168,0	55595	7,761197	49,877229	J15	Naheland	03	gering besiedelt	07133098
60	64	07	1	33	5006	099	Spabrücken	16,61	31.12.2015	1156,0	573,0	583,0	70,0	55595	7,712827	49,899687	J15	Naheland	03	gering besiedelt	07133099
60	64	07	1	33	5006	100	Spall	14,26	31.12.2015	180,0	98,0	82,0	13,0	55595	7,681492	49,883501	J15	Naheland	03	gering besiedelt	07133100
60	64	07	1	33	5006	101	Sponheim	14,35	31.12.2015	766,0	380,0	386,0	53,0	55595	7,725906	49,843799	J15	Naheland	03	gering besiedelt	07133101
60	64	07	1	33	5006	105	Traisen	2,86	31.12.2015	557,0	265,0	292,0	195,0	55595	7,818329	49,821321	J15	Naheland	02	mittlere Besiedlungsdichte	07133105
60	64	07	1	33	5006	107	Waldböckelheim	18,58	31.12.2015	2181,0	1120,0	1061,0	117,0	55596	7,717114	49,816097	J15	Naheland	03	gering besiedelt	07133107
60	64	07	1	33	5006	109	Wallhausen	10,3	31.12.2015	1549,0	765,0	784,0	150,0	55595	7,769102	49,889176	J15	Naheland	03	gering besiedelt	07133109
60	64	07	1	33	5006	112	Weinsheim	9,28	31.12.2015	1868,0	928,0	940,0	201,0	55595	7,766963	49,837474	J15	Naheland	03	gering besiedelt	07133112
60	64	07	1	33	5006	115	Winterbach	14,51	31.12.2015	516,0	289,0	227,0	36,0	55595	7,634957	49,876243	J15	Naheland	03	gering besiedelt	07133115
60	64	07	1	33	5006	117	Rüdesheim	3,47	31.12.2015	2679,0	1301,0	1378,0	772,0	55593	7,812868	49,845274	J15	Naheland	02	mittlere Besiedlungsdichte	07133117
60	64	07	1	33	5007	005	Auen	2,71	31.12.2015	186,0	92,0	94,0	69,0	55569	7,597484	49,831246	J15	Naheland	03	gering besiedelt	07133005
60	64	07	1	33	5007	009	Bärweiler	6,11	31.12.2015	231,0	121,0	110,0	38,0	55606	7,60239	49,742991	J15	Naheland	03	gering besiedelt	07133009
60	64	07	1	33	5007	022	Daubach	2,91	31.12.2015	216,0	107,0	109,0	74,0	55566	7,634404	49,846349	J15	Naheland	03	gering besiedelt	07133022
60	64	07	1	33	5007	050	Ippenschied	2,62	31.12.2015	146,0	76,0	70,0	56,0	55566	7,631423	49,867177	J15	Naheland	03	gering besiedelt	07133050
60	64	07	1	33	5007	053	Kirschroth	7,64	31.12.2015	261,0	132,0	129,0	34,0	55566	7,57209	49,76194	J15	Naheland	03	gering besiedelt	07133053
60	64	07	1	33	5007	055	Langenthal	2,71	31.12.2015	98,0	49,0	49,0	36,0	55569	7,575165	49,831574	J15	Naheland	03	gering besiedelt	07133055
60	64	07	1	33	5007	057	Lauschied	4,78	31.12.2015	553,0	263,0	290,0	116,0	55568	7,619608	49,740586	J15	Naheland	03	gering besiedelt	07133057
60	64	07	1	33	5007	062	Martinstein	0,39	31.12.2015	283,0	142,0	141,0	726,0	55627	7,540679	49,804839	J15	Naheland	03	gering besiedelt	07133062
60	64	07	1	33	5007	064	Meddersheim	13,14	31.12.2015	1322,0	651,0	671,0	101,0	55566	7,615399	49,77687	J15	Naheland	03	gering besiedelt	07133064
60	64	07	1	33	5007	066	Merxheim	17,05	31.12.2015	1413,0	705,0	708,0	83,0	55627	7,56188	49,794495	J15	Naheland	03	gering besiedelt	07133066
60	64	07	1	33	5007	067	Monzingen	12,18	31.12.2015	1605,0	797,0	808,0	132,0	55569	7,592788	49,799018	J15	Naheland	03	gering besiedelt	07133067
60	64	07	1	33	5007	072	Nußbaum	5,92	31.12.2015	453,0	218,0	235,0	77,0	55569	7,61402	49,800064	J15	Naheland	03	gering besiedelt	07133072
60	64	07	1	33	5007	076	Odernheim am Glan	13,26	31.12.2015	1686,0	824,0	862,0	127,0	55571	7,705568	49,765576	J15	Naheland	02	mittlere Besiedlungsdichte	07133076
60	64	07	1	33	5007	082	Rehbach	2,21	31.12.2015	48,0	24,0	24,0	22,0	55566	7,643767	49,849993	J15	Naheland	03	gering besiedelt	07133082
60	64	07	1	33	5007	094	Seesbach	6,06	31.12.2015	523,0	258,0	265,0	86,0	55629	7,546044	49,845695	J15	Naheland	03	gering besiedelt	07133094
60	64	07	1	33	5007	102	Staudernheim	11,47	31.12.2015	1380,0	672,0	708,0	120,0	55568	7,688148	49,775562	J15	Naheland	02	mittlere Besiedlungsdichte	07133102
60	64	07	1	33	5007	111	Weiler bei Monzingen	5,87	31.12.2015	452,0	216,0	236,0	77,0	55627	7,560496	49,809477	J15	Naheland	03	gering besiedelt	07133111
60	64	07	1	33	5007	116	Winterburg	2,57	31.12.2015	189,0	91,0	98,0	74,0	55595	7,649432	49,863263	J15	Naheland	03	gering besiedelt	07133116
60	63	07	1	33	5007	501	Bad Sobernheim, Stadt	54,01	31.12.2015	6387,0	3111,0	3276,0	118,0	55566	7,654164	49,7838	J15	Naheland	02	mittlere Besiedlungsdichte	07133501
60	64	07	1	33	5008	023	Daxweiler	16,65	31.12.2015	783,0	375,0	408,0	47,0	55442	7,752092	49,965906	J15	Naheland	03	gering besiedelt	07133023
60	64	07	1	33	5008	025	Dörrebach	13,14	31.12.2015	706,0	344,0	362,0	54,0	55444	7,719363	49,945638	J15	Naheland	03	gering besiedelt	07133025
60	64	07	1	33	5008	028	Eckenroth	1,08	31.12.2015	224,0	101,0	123,0	207,0	55444	7,781058	49,924944	J15	Naheland	03	gering besiedelt	07133028
60	64	07	1	33	5008	085	Roth	0,82	31.12.2015	271,0	142,0	129,0	330,0	55442	7,800693	49,943588	J15	Naheland	03	gering besiedelt	07133085
60	64	07	1	33	5008	091	Schöneberg	7,13	31.12.2015	608,0	296,0	312,0	85,0	55444	7,749605	49,920559	J15	Naheland	03	gering besiedelt	07133091
60	64	07	1	33	5008	093	Schweppenhausen	3,05	31.12.2015	895,0	465,0	430,0	293,0	55444	7,80045	49,925801	J15	Naheland	03	gering besiedelt	07133093
60	64	07	1	33	5008	095	Seibersbach	14,64	31.12.2015	1300,0	655,0	645,0	89,0	55444	7,71527	49,960213	J15	Naheland	03	gering besiedelt	07133095
60	63	07	1	33	5008	103	Stromberg, Stadt	9,03	31.12.2015	3268,0	1586,0	1682,0	362,0	55442	7,773929	49,94368	J15	Naheland	03	gering besiedelt	07133103
60	64	07	1	33	5008	108	Waldlaubersheim	8,05	31.12.2015	786,0	390,0	396,0	98,0	55444	7,830567	49,928123	J15	Naheland	03	gering besiedelt	07133108
60	64	07	1	33	5008	110	Warmsroth	5,91	31.12.2015	473,0	239,0	234,0	80,0	55442	7,790007	49,956029	J15	Naheland	03	gering besiedelt	07133110
60	63	07	1	34	0045	045	Idar-Oberstein, Stadt	91,55	31.12.2015	28350,0	13908,0	14442,0	310,0	55743	7,312126	49,713356	J15	Naheland	02	mittlere Besiedlungsdichte	07134045
60	63	07	1	34	5001	005	Baumholder, Stadt	69,47	31.12.2015	4032,0	1923,0	2109,0	58,0	55774	7,336809	49,615797	J15	Naheland	03	gering besiedelt	07134005
60	64	07	1	34	5001	007	Berglangenbach	5,73	31.12.2015	445,0	227,0	218,0	78,0	55776	7,253626	49,5995	J15	Naheland	03	gering besiedelt	07134007
60	64	07	1	34	5001	008	Berschweiler bei Baumholder	6,64	31.12.2015	489,0	244,0	245,0	74,0	55777	7,29281	49,577998	J15	Naheland	03	gering besiedelt	07134008
60	64	07	1	34	5001	021	Eckersweiler	3,69	31.12.2015	156,0	76,0	80,0	42,0	55777	7,289765	49,560245	J15	Naheland	03	gering besiedelt	07134021
60	64	07	1	34	5001	026	Fohren-Linden	6,6	31.12.2015	335,0	177,0	158,0	51,0	55777	7,291177	49,587254	J15	Naheland	03	gering besiedelt	07134026
60	64	07	1	34	5001	027	Frauenberg	3,86	31.12.2015	392,0	185,0	207,0	102,0	55776	7,289966	49,672271	J15	Naheland	03	gering besiedelt	07134027
60	64	07	1	34	5001	033	Hahnweiler	2,28	31.12.2015	191,0	107,0	84,0	84,0	55776	7,221059	49,571581	J15	Naheland	03	gering besiedelt	07134033
60	64	07	1	34	5001	036	Heimbach	6,78	31.12.2015	1033,0	492,0	541,0	152,0	55779	7,250356	49,61458	J15	Naheland	03	gering besiedelt	07134036
60	64	07	1	34	5001	051	Leitzweiler	3,02	31.12.2015	111,0	68,0	43,0	37,0	55779	7,221982	49,59123	J15	Naheland	03	gering besiedelt	07134051
60	64	07	1	34	5001	054	Mettweiler	5,49	31.12.2015	250,0	127,0	123,0	46,0	55777	7,31418	49,578585	J15	Naheland	03	gering besiedelt	07134054
60	64	07	1	34	5001	068	Reichenbach	11,12	31.12.2015	557,0	287,0	270,0	50,0	55776	7,285438	49,641057	J15	Naheland	03	gering besiedelt	07134068
60	64	07	1	34	5001	073	Rohrbach	2,45	31.12.2015	184,0	91,0	93,0	75,0	55776	7,25672	49,583326	J15	Naheland	03	gering besiedelt	07134073
60	64	07	1	34	5001	074	Rückweiler	2,74	31.12.2015	406,0	203,0	203,0	148,0	55776	7,238174	49,580298	J15	Naheland	03	gering besiedelt	07134074
60	64	07	1	34	5001	075	Ruschberg	7,45	31.12.2015	769,0	401,0	368,0	103,0	55776	7,28833	49,619717	J15	Naheland	03	gering besiedelt	07134075
60	64	07	1	34	5002	001	Abentheuer	6,12	31.12.2015	450,0	232,0	218,0	74,0	55767	7,100474	49,65142	J15	Naheland	03	gering besiedelt	07134001
60	64	07	1	34	5002	002	Achtelsbach	9,7	31.12.2015	428,0	204,0	224,0	44,0	55767	7,090023	49,624529	J15	Naheland	03	gering besiedelt	07134002
60	63	07	1	34	5002	010	Birkenfeld, Stadt	13,58	31.12.2015	6883,0	3423,0	3460,0	507,0	55765	7,168182	49,650147	J15	Naheland	02	mittlere Besiedlungsdichte	07134010
60	64	07	1	34	5002	011	Börfink	8,22	31.12.2015	164,0	87,0	77,0	20,0	54422	7,081083	49,688572	J15	Naheland	03	gering besiedelt	07134011
60	64	07	1	34	5002	015	Brücken	13,62	31.12.2015	1168,0	593,0	575,0	86,0	55767	7,111323	49,637723	J15	Naheland	03	gering besiedelt	07134015
60	64	07	1	34	5002	016	Buhlenberg	8,44	31.12.2015	485,0	244,0	241,0	57,0	55767	7,121037	49,654269	J15	Naheland	03	gering besiedelt	07134016
60	64	07	1	34	5002	018	Dambach	2,98	31.12.2015	158,0	80,0	78,0	53,0	55765	7,132593	49,627525	J15	Naheland	03	gering besiedelt	07134018
60	64	07	1	34	5002	020	Dienstweiler	6,69	31.12.2015	329,0	156,0	173,0	49,0	55765	7,184673	49,63632	J15	Naheland	03	gering besiedelt	07134020
60	64	07	1	34	5002	022	Elchweiler	2,15	31.12.2015	95,0	46,0	49,0	44,0	55765	7,201509	49,673456	J15	Naheland	03	gering besiedelt	07134022
60	64	07	1	34	5002	023	Ellenberg	2,01	31.12.2015	94,0	45,0	49,0	47,0	55765	7,147493	49,659352	J15	Naheland	02	mittlere Besiedlungsdichte	07134023
60	64	07	1	34	5002	024	Ellweiler	7,46	31.12.2015	293,0	138,0	155,0	39,0	55765	7,144398	49,615204	J15	Naheland	03	gering besiedelt	07134024
60	64	07	1	34	5002	029	Gimbweiler	5,53	31.12.2015	399,0	193,0	206,0	72,0	55767	7,190965	49,585436	J15	Naheland	03	gering besiedelt	07134029
60	64	07	1	34	5002	031	Gollenberg	3,25	31.12.2015	123,0	53,0	70,0	38,0	55767	7,15922	49,672666	J15	Naheland	03	gering besiedelt	07134031
60	64	07	1	34	5002	034	Hattgenstein	8,21	31.12.2015	261,0	119,0	142,0	32,0	55767	7,159844	49,697297	J15	Naheland	03	gering besiedelt	07134034
60	64	07	1	34	5002	042	Hoppstädten-Weiersbach	17,87	31.12.2015	3158,0	1639,0	1519,0	177,0	55768	7,195599	49,616964	J15	Naheland	03	gering besiedelt	07134042
60	64	07	1	34	5002	048	Kronweiler	3,51	31.12.2015	337,0	177,0	160,0	96,0	55767	7,262151	49,660754	J15	Naheland	03	gering besiedelt	07134048
60	64	07	1	34	5002	050	Leisel	8,82	31.12.2015	543,0	261,0	282,0	62,0	55767	7,201636	49,718974	J15	Naheland	03	gering besiedelt	07134050
60	64	07	1	34	5002	053	Meckenbach	3,78	31.12.2015	113,0	54,0	59,0	30,0	55767	7,096231	49,616007	J15	Naheland	03	gering besiedelt	07134053
60	64	07	1	34	5002	057	Niederbrombach	7,28	31.12.2015	482,0	238,0	244,0	66,0	55767	7,246408	49,686543	J15	Naheland	03	gering besiedelt	07134057
60	64	07	1	34	5002	058	Niederhambach	9,77	31.12.2015	326,0	165,0	161,0	33,0	55767	7,214542	49,679662	J15	Naheland	03	gering besiedelt	07134058
60	64	07	1	34	5002	061	Nohen	7,5	31.12.2015	357,0	177,0	180,0	48,0	55767	7,243069	49,639314	J15	Naheland	03	gering besiedelt	07134061
60	64	07	1	34	5002	062	Oberbrombach	6,56	31.12.2015	431,0	206,0	225,0	66,0	55767	7,261138	49,697736	J15	Naheland	03	gering besiedelt	07134062
60	64	07	1	34	5002	063	Oberhambach	5,11	31.12.2015	259,0	139,0	120,0	51,0	55765	7,156184	49,686167	J15	Naheland	03	gering besiedelt	07134063
60	64	07	1	34	5002	070	Rimsberg	3,2	31.12.2015	119,0	59,0	60,0	37,0	55765	7,210663	49,656829	J15	Naheland	03	gering besiedelt	07134070
60	64	07	1	34	5002	071	Rinzenberg	11,33	31.12.2015	308,0	158,0	150,0	27,0	55767	7,132619	49,676063	J15	Naheland	03	gering besiedelt	07134071
60	64	07	1	34	5002	072	Rötsweiler-Nockenthal	3,21	31.12.2015	470,0	224,0	246,0	146,0	55767	7,249592	49,711913	J15	Naheland	03	gering besiedelt	07134072
60	64	07	1	34	5002	078	Schmißberg	1,68	31.12.2015	203,0	101,0	102,0	121,0	55765	7,20325	49,664538	J15	Naheland	03	gering besiedelt	07134078
60	64	07	1	34	5002	080	Schwollen	8,83	31.12.2015	437,0	220,0	217,0	49,0	55767	7,181501	49,704536	J15	Naheland	03	gering besiedelt	07134080
60	64	07	1	34	5002	084	Siesbach	7,43	31.12.2015	386,0	187,0	199,0	52,0	55767	7,237291	49,731144	J15	Naheland	03	gering besiedelt	07134084
60	64	07	1	34	5002	085	Sonnenberg-Winnenberg	2,87	31.12.2015	456,0	233,0	223,0	159,0	55767	7,280097	49,671306	J15	Naheland	03	gering besiedelt	07134085
60	64	07	1	34	5002	094	Wilzenberg-Hußweiler	6,46	31.12.2015	303,0	161,0	142,0	47,0	55767	7,218546	49,705362	J15	Naheland	03	gering besiedelt	07134094
60	64	07	1	34	5003	003	Allenbach	27,54	31.12.2015	635,0	308,0	327,0	23,0	55758	7,167563	49,755712	J15	Naheland	03	gering besiedelt	07134003
60	64	07	1	34	5003	006	Bergen	10,42	31.12.2015	432,0	215,0	217,0	41,0	55608	7,418004	49,78091	J15	Naheland	03	gering besiedelt	07134006
60	64	07	1	34	5003	009	Berschweiler bei Kirn	7,53	31.12.2015	273,0	136,0	137,0	36,0	55608	7,39183	49,770948	J15	Naheland	03	gering besiedelt	07134009
60	64	07	1	34	5003	013	Breitenthal	3,68	31.12.2015	310,0	151,0	159,0	84,0	55758	7,335186	49,800795	J15	Naheland	03	gering besiedelt	07134013
60	64	07	1	34	5003	014	Bruchweiler	8,13	31.12.2015	502,0	249,0	253,0	62,0	55758	7,225235	49,798781	J15	Naheland	03	gering besiedelt	07134014
60	64	07	1	34	5003	019	Dickesbach	4,91	31.12.2015	416,0	210,0	206,0	85,0	55758	7,423229	49,718813	J15	Naheland	03	gering besiedelt	07134019
60	64	07	1	34	5003	025	Fischbach	4,0	31.12.2015	902,0	445,0	457,0	226,0	55743	7,398916	49,74285	J15	Naheland	02	mittlere Besiedlungsdichte	07134025
60	64	07	1	34	5003	028	Gerach	2,29	31.12.2015	226,0	120,0	106,0	99,0	55743	7,340646	49,752587	J15	Naheland	03	gering besiedelt	07134028
60	64	07	1	34	5003	032	Griebelschied	4,19	31.12.2015	169,0	93,0	76,0	40,0	55608	7,400713	49,799583	J15	Naheland	03	gering besiedelt	07134032
60	64	07	1	34	5003	038	Herborn	2,46	31.12.2015	528,0	268,0	260,0	215,0	55758	7,294177	49,766709	J15	Naheland	03	gering besiedelt	07134038
60	64	07	1	34	5003	039	Herrstein	4,79	31.12.2015	848,0	402,0	446,0	177,0	55756	7,337804	49,78073	J15	Naheland	03	gering besiedelt	07134039
60	64	07	1	34	5003	040	Hettenrodt	5,32	31.12.2015	665,0	338,0	327,0	125,0	55758	7,254544	49,73953	J15	Naheland	03	gering besiedelt	07134040
